security_id,ticker,company_name,country,region,sector,currency,horizon,horizon_months,expected_total_return,expected_price_return,expected_dividend_return,expected_volatility,expected_max_drawdown,p5_return,p50_return,p95_return,var_5,var_1,cvar_5,cvar_1,expected_shortfall_5,expected_shortfall_1,dividend_cut_probability,large_drawdown_probability,ml_expected_risk_adjusted_score,forecast_uncertainty_score,dominant_regime,regime_suitability_score,distribution_name,distribution_mu,distribution_sigma,distribution_nu,distribution_xi,tail_risk_score,skewness_risk_score,distribution_model_confidence,distribution_family,distribution_degrees_of_freedom,distribution_skewness,forecast_commentary
600600.SHG,600600.SHG,Tsingtao Brewery Co Ltd,China,Mainland China,Consumer Staples,CNY,3m,3,0.06413601553679125,0.053161015536791256,0.010974999999999999,0.08906517929138061,-0.1572460301386715,-0.17323074575528608,0.06413601553679125,0.26275194163505444,-0.17323074575528608,-0.18292749617305026,-0.1287910240268667,-0.2319133447833096,-0.1287910240268667,-0.2319133447833096,0.30716318314243846,0.18130061006588846,52.16036761053689,30.89960873397026,steady_state_low_chaos,49.13311315786419,student_t,0.06413601553679125,0.08906517929138061,9.804610011806616,0.6452647812648441,18.398717718123816,54.574649036177824,72.21412321504238,student_t,9.804610011806616,0.6452647812648441,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600660.SHG,600660.SHG,Fuyao Glass Industry Group Co Ltd Class A,China,Mainland China,Consumer Discretionary,CNY,3m,3,0.03999934246069451,0.03062434246069451,0.009375,0.135499339018779,-0.20393837392963585,-0.34071208682321197,0.03999934246069451,0.35126938760725257,-0.34071208682321197,-0.340481498767589,-0.2551620558349014,-0.41500613522791746,-0.2551620558349014,-0.41500613522791746,0.39670375785017414,0.1956333436766433,22.48865033381046,49.04313274236433,steady_state_low_chaos,54.000317470612245,student_t,0.03999934246069451,0.135499339018779,9.211912072072412,0.5943809433751982,36.451722262128776,62.40293178843104,66.52662966620315,student_t,9.211912072072412,0.5943809433751982,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600674.SHG,600674.SHG,Sichuan Chuantou Energy Co Ltd,China,Mainland China,Utilities,CNY,3m,3,-0.0625,-0.070825,0.008325,0.09457302717876592,-0.15893045616827972,-0.338232283991842,-0.0625,0.1577246016486652,-0.338232283991842,-0.33168460920328424,-0.26979760895692995,-0.3836997741516055,-0.26979760895692995,-0.3836997741516055,0.679783497173498,0.16158933526917832,0,35.15018866216943,steady_state_low_chaos,38.64689213155209,student_t,-0.0625,0.09457302717876592,8.636676888719455,0.5417266824403963,38.54251556527571,70.5035873168621,64.78883301115175,student_t,8.636676888719455,0.5417266824403963,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600690.SHG,600690.SHG,Qingdao Haier Co Ltd,China,Mainland China,Consumer Discretionary,CNY,3m,3,0.0875,0.07354999999999999,0.01395,0.10761631579151221,-0.1745450884349779,-0.19779966526315043,0.0875,0.32772015612550476,-0.19779966526315043,-0.210143206479229,-0.14529417694179786,-0.26933218016456073,-0.14529417694179786,-0.26933218016456073,0.27551096091559846,0.17949771351689603,67.18264979337232,37.24541669315641,steady_state_low_chaos,70.99966385693455,student_t,0.0875,0.10761631579151221,9.960720844242944,0.6588015543383188,20.75631099168541,52.49206856333558,71.93711196757832,student_t,9.960720844242944,0.6588015543383188,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000538.SHE,000538.SHE,Yunnan Baiyao Group Co Ltd,China,Mainland China,Healthcare,CNY,3m,3,0.0875,0.0797,0.0078000000000000005,0.07060311953832869,-0.13351758320594376,-0.08947036703227051,0.0875,0.24087050633321222,-0.08947036703227051,-0.1053365703398764,-0.06434558541304682,-0.14416828608595716,-0.06434558541304682,-0.14416828608595716,0.22695540536004288,0.14691455358073066,76.60392708536598,23.412406113944204,steady_state_low_chaos,50.61551909263403,student_t,0.0875,0.07060311953832869,10.688122047238782,0.7202275805138978,9.192226487578118,43.041910690169566,76.24565677458003,student_t,10.688122047238782,0.7202275805138978,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600801.SHG,600801.SHG,Huaxin Cement Co Ltd A,China,Mainland China,Materials,CNY,3m,3,0.0875,0.076525,0.010974999999999999,0.21530631649309015,-0.28818264577758346,-0.5296461534826479,0.0875,0.5906800884150082,-0.5296461534826479,-0.5185223359689513,-0.38202162372771503,-0.6369408100401508,-0.38202162372771503,-0.6369408100401508,0.2319554053600429,0.24245358393971006,34.054016785567185,79.40141553841863,steady_state_low_chaos,59.70431986248319,student_t,0.0875,0.21530631649309015,9.104756095910027,0.5881970845698349,54.57451767538787,63.35429468156386,61.85322637891845,student_t,9.104756095910027,0.5881970845698349,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600809.SHG,600809.SHG,Shanxi Xinghuacun Fen Wine Factory Co Ltd,China,Mainland China,Consumer Staples,CNY,3m,3,0.0875,0.07379999999999999,0.0137,0.15401629433479508,-0.22368046425024563,-0.3382662541125029,0.0875,0.43940020587487794,-0.3382662541125029,-0.34254158085676134,-0.24712705964904846,-0.42725054274089863,-0.24712705964904846,-0.42725054274089863,0.281656112550494,0.2075832479566127,52.18303454173931,55.115925549648786,steady_state_low_chaos,66.92040029476556,student_t,0.0875,0.15401629433479508,9.476558765053452,0.6183522952119461,35.30386566414978,58.71503150585444,67.36677885808439,student_t,9.476558765053452,0.6183522952119461,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000559.SHE,000559.SHE,Wanxiang Qianchao Co Ltd,China,Mainland China,Consumer Discretionary,CNY,3m,3,-0.0625,-0.066725,0.004225,0.3036900612352705,-0.37504357323197235,-0.9607951805191677,-0.0625,0.6574032826916564,-0.9607951805191677,-0.9266191714355707,-0.7280694614492565,-1.0936487051149695,-0.7280694614492565,-1.0936487051149695,0.2799554053600429,0.2585445281025859,0,100,steady_state_low_chaos,45.222175106873834,student_t,-0.0625,0.3036900612352705,8.64944973688115,0.5494548879840951,100.0,69.31463261783152,49.602805107325274,student_t,8.64944973688115,0.5494548879840951,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000166.SHE,000166.SHE,Shenwan Hongyuan Group Co Ltd,China,Mainland China,Financials,CNY,3m,3,-0.06249999999999999,-0.06695,0.00445,0.10468138472527247,-0.17052290992388777,-0.3552450274142921,-0.06249999999999999,0.1768109684758531,-0.3552450274142921,-0.3563545338363899,-0.290497888685599,-0.4139292954352897,-0.290497888685599,-0.4139292954352897,0.48727951287256344,0.17264219130488292,0,37.70865810285984,steady_state_low_chaos,36.95619824943682,student_t,-0.06249999999999999,0.10468138472527247,9.225827908975297,0.5940310005333989,41.499698383657005,62.45676914870787,65.25656003177957,student_t,9.225827908975297,0.5940310005333989,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600845.SHG,600845.SHG,Shanghai Baosight Software Co Ltd A,China,Mainland China,Technology,CNY,3m,3,-0.0625,-0.065525,0.003025,0.19144314750479102,-0.2625236671400901,-0.6534158666742196,-0.0625,0.39938986843904983,-0.6534158666742196,-0.6166866028401448,-0.48539080854026195,-0.7219803339677798,-0.48539080854026195,-0.7219803339677798,0.5712077308288226,0.2258482056141037,0,74.61600248992069,steady_state_low_chaos,32.3699588428947,student_t,-0.0625,0.19144314750479102,8.01947116663574,0.49210246837249805,69.34154407718029,78.13808178884645,55.943901712377965,student_t,8.01947116663574,0.49210246837249805,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
