security_id,ticker,company_name,country,region,sector,currency,horizon,horizon_months,expected_total_return,expected_price_return,expected_dividend_return,expected_volatility,expected_max_drawdown,p5_return,p50_return,p95_return,var_5,var_1,cvar_5,cvar_1,expected_shortfall_5,expected_shortfall_1,dividend_cut_probability,large_drawdown_probability,ml_expected_risk_adjusted_score,forecast_uncertainty_score,dominant_regime,regime_suitability_score,distribution_name,distribution_mu,distribution_sigma,distribution_nu,distribution_xi,tail_risk_score,skewness_risk_score,distribution_model_confidence,distribution_family,distribution_degrees_of_freedom,distribution_skewness,forecast_commentary
600600.SHG,600600.SHG,Tsingtao Brewery Co Ltd,China,Mainland China,Consumer Staples,CNY,6m,6,0.1282720310735825,0.10632203107358251,0.021949999999999997,0.1259571844890618,-0.20416038409896312,-0.20741526200225027,0.1282720310735825,0.4091573674650387,-0.20741526200225027,-0.22112853795399937,-0.1445680048258333,-0.2904049894229834,-0.1445680048258333,-0.2904049894229834,0.30716318314243846,0.24722810463530243,52.16036761053689,30.89960873397026,steady_state_low_chaos,49.13311315786419,student_t,0.1282720310735825,0.1259571844890618,9.804610011806616,0.6452647812648441,20.652572117976188,54.574649036177824,71.65065961507928,student_t,9.804610011806616,0.6452647812648441,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600660.SHG,600660.SHG,Fuyao Glass Industry Group Co Ltd Class A,China,Mainland China,Consumer Discretionary,CNY,6m,6,0.07999868492138902,0.06124868492138902,0.01875,0.19162500293294718,-0.2700628462342032,-0.45840858172235704,0.07999868492138902,0.520201004328137,-0.45840858172235704,-0.4580824809667739,-0.33742256763724976,-0.5634762325798949,-0.33742256763724976,-0.5634762325798949,0.39670375785017414,0.26677274137724083,22.48865033381046,49.04313274236433,steady_state_low_chaos,54.000317470612245,student_t,0.07999868492138902,0.19162500293294718,9.211912072072412,0.5943809433751982,48.20322394817854,62.40293178843104,63.588754244690705,student_t,9.211912072072412,0.5943809433751982,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600674.SHG,600674.SHG,Sichuan Chuantou Energy Co Ltd,China,Mainland China,Utilities,CNY,6m,6,-0.125,-0.14165,0.01665,0.1337464576708901,-0.20672197162614392,-0.5149443356053729,-0.125,0.18644461841975463,-0.5149443356053729,-0.505684525117386,-0.41816309003440477,-0.5792450768363756,-0.41816309003440477,-0.5792450768363756,0.679783497173498,0.2203490935488795,0,35.15018866216943,steady_state_low_chaos,38.64689213155209,student_t,-0.125,0.1337464576708901,8.636676888719455,0.5417266824403963,59.73758429062925,70.5035873168621,59.490065829813375,student_t,8.636676888719455,0.5417266824403963,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600690.SHG,600690.SHG,Qingdao Haier Co Ltd,China,Mainland China,Consumer Discretionary,CNY,6m,6,0.175,0.14709999999999998,0.0279,0.15219245332498246,-0.22864136034015328,-0.22847465595565164,0.175,0.5147226027480711,-0.22847465595565164,-0.24593105935114123,-0.1542206822725726,-0.3296369086798816,-0.1542206822725726,-0.3296369086798816,0.27551096091559846,0.24476960934122183,67.18264979337232,37.24541669315641,steady_state_low_chaos,70.99966385693455,student_t,0.175,0.15219245332498246,9.960720844242944,0.6588015543383188,22.031526038938946,52.49206856333558,71.61830820576493,student_t,9.960720844242944,0.6588015543383188,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000538.SHE,000538.SHE,Yunnan Baiyao Group Co Ltd,China,Mainland China,Healthcare,CNY,6m,6,0.175,0.1594,0.015600000000000001,0.0998478891969533,-0.17091633970692133,-0.07527389319518141,0.175,0.3918986501244574,-0.07527389319518141,-0.09771209309616652,-0.03974208627761306,-0.15262843215449085,-0.03974208627761306,-0.15262843215449085,0.22695540536004288,0.20033802761008723,76.60392708536598,23.412406113944204,steady_state_low_chaos,50.61551909263403,student_t,0.175,0.0998478891969533,10.688122047238782,0.7202275805138978,5.677440896801866,43.041910690169566,77.12435317227411,student_t,10.688122047238782,0.7202275805138978,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600801.SHG,600801.SHG,Huaxin Cement Co Ltd A,China,Mainland China,Materials,CNY,6m,6,0.175,0.15305,0.021949999999999997,0.3044891128491221,-0.388775991446413,-0.6977764602215484,0.175,0.8866041053525977,-0.6977764602215484,-0.6820450066283152,-0.4890038481031719,-0.8495140186953324,-0.4890038481031719,-0.8495140186953324,0.2319554053600429,0.33061852355415006,34.054016785567185,79.40141553841863,steady_state_low_chaos,59.70431986248319,student_t,0.175,0.3044891128491221,9.104756095910027,0.5881970845698349,69.85769258616742,63.35429468156386,58.03243265122356,student_t,9.104756095910027,0.5881970845698349,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600809.SHG,600809.SHG,Shanxi Xinghuacun Fen Wine Factory Co Ltd,China,Mainland China,Consumer Staples,CNY,6m,6,0.175,0.14759999999999998,0.0274,0.2178119322747137,-0.2978735874321466,-0.4271244109666911,0.175,0.6726620437501367,-0.4271244109666911,-0.43317063603199796,-0.2982341260927151,-0.5529671987830905,-0.2982341260927151,-0.5529671987830905,0.281656112550494,0.28306806539538093,52.18303454173931,55.115925549648786,steady_state_low_chaos,66.92040029476556,student_t,0.175,0.2178119322747137,9.476558765053452,0.6183522952119461,42.60487515610216,58.71503150585444,65.5415264850963,student_t,9.476558765053452,0.6183522952119461,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000559.SHE,000559.SHE,Wanxiang Qianchao Co Ltd,China,Mainland China,Consumer Discretionary,CNY,6m,6,-0.125,-0.13345,0.00845,0.4294826033568353,-0.5114694028141736,-1.395381227304595,-0.125,0.8930969859794526,-1.395381227304595,-1.3470490517507858,-1.0662573590828957,-1.5832644835970453,-1.0662573590828957,-1.5832644835970453,0.2799554053600429,0.3525607201398898,0,100,steady_state_low_chaos,45.222175106873834,student_t,-0.125,0.4294826033568353,8.64944973688115,0.5494548879840951,100.0,69.31463261783152,49.602805107325274,student_t,8.64944973688115,0.5494548879840951,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000166.SHE,000166.SHE,Shenwan Hongyuan Group Co Ltd,China,Mainland China,Financials,CNY,6m,6,-0.12499999999999999,-0.1339,0.0089,0.14804183400647608,-0.22301555289916902,-0.5390039880865753,-0.12499999999999999,0.2134368172431917,-0.5390039880865753,-0.5405730671162461,-0.44743770637160546,-0.621996075819808,-0.44743770637160546,-0.621996075819808,0.48727951287256344,0.235421169961204,0,37.70865810285984,steady_state_low_chaos,36.95619824943682,student_t,-0.12499999999999999,0.14804183400647608,9.225827908975297,0.5940310005333989,63.91967233880078,62.45676914870787,59.651566542993635,student_t,9.225827908975297,0.5940310005333989,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600845.SHG,600845.SHG,Shanghai Baosight Software Co Ltd A,China,Mainland China,Technology,CNY,6m,6,-0.125,-0.13105,0.00605,0.2707414956246684,-0.35263988949416947,-0.960681232872133,-0.125,0.5282109162692289,-0.960681232872133,-0.9087382098220048,-0.7230579168405623,-1.0576460324155725,-0.7230579168405623,-1.0576460324155725,0.5712077308288226,0.3079748258374141,0,74.61600248992069,steady_state_low_chaos,32.3699588428947,student_t,-0.125,0.2707414956246684,8.01947116663574,0.49210246837249805,100.0,78.13808178884645,48.27928773167304,student_t,8.01947116663574,0.49210246837249805,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000568.SHE,000568.SHE,Luzhou Lao Jiao Co Ltd,China,Mainland China,Consumer Staples,CNY,6m,6,0.175,0.14079999999999998,0.0342,0.21828550474630842,-0.2989263176925841,-0.46392951734595295,0.175,0.6866684312682032,-0.46392951734595295,-0.44581723376648535,-0.30329295612216656,-0.565874261376955,-0.30329295612216656,-0.565874261376955,0.47370618767471784,0.286417156575506,42.605945362167894,57.66234945103484,steady_state_low_chaos,56.38461210184357,student_t,0.175,0.21828550474630842,8.668169370395056,0.5477856777383427,43.32756516030951,69.57143419410112,63.732393580807454,student_t,8.668169370395056,0.5477856777383427,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600863.SHG,600863.SHG,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd,China,Mainland China,Utilities,CNY,6m,6,0.175,0.15175,0.023250000000000003,0.2880430254606941,-0.3722280875418002,-0.6547111445123059,0.175,0.8486608939905569,-0.6547111445123059,-0.6376841704679972,-0.4538264198909292,-0.796107834471379,-0.4538264198909292,-0.796107834471379,0.2733954426933762,0.32548451863411576,37.27531663854581,75.34166382225737,steady_state_low_chaos,67.16778004116303,student_t,0.175,0.2880430254606941,9.000604005617106,0.5788270764232026,64.83234569870417,64.79583439643037,59.072538415859405,student_t,9.000604005617106,0.5788270764232026,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000039.SHE,000039.SHE,China International Marine Containers Group Ltd,China,Mainland China,Industrials,CNY,6m,6,0.0994481128224415,0.08889811282244149,0.010549999999999999,0.3331575593652487,-0.4209526847887616,-0.9586397990168875,0.0994481128224415,0.9156556203056774,-0.9586397990168875,-0.8765480703042918,-0.6405127145016098,-1.0597847279551786,-0.6405127145016098,-1.0597847279551786,0.5163998498044873,0.35807224106541846,0,93.93053201044265,steady_state_low_chaos,42.956859088361284,student_t,0.0994481128224415,0.3331575593652487,7.6375337079970285,0.461187811503011,91.50181635737285,82.89418284569061,49.6904184838032,student_t,7.6375337079970285,0.461187811503011,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600875.SHG,600875.SHG,Dongfang Electric Corp Ltd Class A,China,Mainland China,Industrials,CNY,6m,6,-0.12499999999999999,-0.1347,0.0097,0.3859947820411071,-0.46712556779136233,-1.3692641874789822,-0.12499999999999999,0.8287445955135204,-1.3692641874789822,-1.2618563752314804,-0.9844154335162988,-1.4741535053540893,-0.9844154335162988,-1.4741535053540893,0.623171938438358,0.3357251380683923,0,100,steady_state_low_chaos,44.145276102712785,student_t,-0.12499999999999999,0.3859947820411071,7.47861058942586,0.4461646834781824,100.0,85.20543331104885,47.21918500334267,student_t,7.47861058942586,0.4461646834781824,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600886.SHG,600886.SHG,SDIC Power Holdings Co Ltd,China,Mainland China,Utilities,CNY,6m,6,0.1661330991639153,0.1490830991639153,0.01705,0.13353165673295997,-0.20457423159587335,-0.1886122089570754,0.1661330991639153,0.464589124674881,-0.1886122089570754,-0.2031825545707651,-0.12271945563447059,-0.27662496577389306,-0.12271945563447059,-0.27662496577389306,0.3810317593800736,0.2095508761086744,64.736064248851,32.73526048532751,steady_state_low_chaos,64.75575048525752,student_t,0.1661330991639153,0.13353165673295997,9.961262449175614,0.6570880081082998,17.531350804924372,52.75569106026156,72.70380863972967,student_t,9.961262449175614,0.6570880081082998,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600887.SHG,600887.SHG,Inner Mongolia Yili Industrial Group Co Ltd,China,Mainland China,Consumer Staples,CNY,6m,6,0.175,0.1256,0.049400000000000006,0.12778550119407395,-0.19787336647693726,-0.17432286916903572,0.175,0.4641785655781664,-0.17432286916903572,-0.18117270632667976,-0.10241117291459373,-0.25145473198342044,-0.10241117291459373,-0.25145473198342044,0.5014303421163188,0.20265077968092782,64.73089593644634,31.998573350252645,steady_state_low_chaos,66.2657658062405,student_t,0.175,0.12778550119407395,9.562469275363592,0.6218486005783607,14.630167559227678,58.177138372559895,72.6158873543091,student_t,9.562469275363592,0.6218486005783607,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000408.SHE,000408.SHE,Zangge Holding Co Ltd,China,Mainland China,Materials,CNY,6m,6,-0.03803302110140426,-0.052433021101404256,0.0144,0.32174964651493804,-0.4027461798514841,-0.989445221976014,-0.03803302110140426,0.7263703342303119,-0.989445221976014,-0.9515852350523506,-0.7424908717622261,-1.1285475406355665,-0.7424908717622261,-1.1285475406355665,0.3647970538970112,0.317133420346072,0,85.98829531606349,steady_state_low_chaos,47.99764439187203,student_t,-0.03803302110140426,0.32174964651493804,8.735210740259092,0.555187610789974,100.0,68.43267526308092,49.73509871053786,student_t,8.735210740259092,0.555187610789974,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
