security_id,ticker,company_name,country,region,sector,currency,horizon,horizon_months,expected_total_return,expected_price_return,expected_dividend_return,expected_volatility,expected_max_drawdown,p5_return,p50_return,p95_return,var_5,var_1,cvar_5,cvar_1,expected_shortfall_5,expected_shortfall_1,dividend_cut_probability,large_drawdown_probability,ml_expected_risk_adjusted_score,forecast_uncertainty_score,dominant_regime,regime_suitability_score,distribution_name,distribution_mu,distribution_sigma,distribution_nu,distribution_xi,tail_risk_score,skewness_risk_score,distribution_model_confidence,distribution_family,distribution_degrees_of_freedom,distribution_skewness,forecast_commentary
600600.SHG,600600.SHG,Tsingtao Brewery Co Ltd,China,Mainland China,Consumer Staples,CNY,12m,12,0.256544062147165,0.21264406214716502,0.043899999999999995,0.17813035858276122,-0.2685585857660957,-0.21818946043698967,0.256544062147165,0.6537759143436914,-0.21818946043698967,-0.237582961272518,-0.1293100169801509,-0.3355546584930367,-0.1293100169801509,-0.3355546584930367,0.30716318314243846,0.3296374728470699,52.16036761053689,30.89960873397026,steady_state_low_chaos,49.13311315786419,student_t,0.256544062147165,0.17813035858276122,9.804610011806616,0.6452647812648441,18.472859568592988,54.574649036177824,72.19558775242508,student_t,9.804610011806616,0.6452647812648441,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600660.SHG,600660.SHG,Fuyao Glass Industry Group Co Ltd Class A,China,Mainland China,Consumer Discretionary,CNY,12m,12,0.15999736984277804,0.12249736984277804,0.0375,0.270998678037558,-0.3614742020662179,-0.601425488725035,0.15999736984277804,0.7825374601358941,-0.601425488725035,-0.600964312613789,-0.4303254267484138,-0.750013585534446,-0.4303254267484138,-0.750013585534446,0.39670375785017414,0.3556969885029878,22.48865033381046,49.04313274236433,steady_state_low_chaos,54.000317470612245,student_t,0.15999736984277804,0.270998678037558,9.211912072072412,0.5943809433751982,61.47506096405911,62.40293178843104,60.27079499072056,student_t,9.211912072072412,0.5943809433751982,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600674.SHG,600674.SHG,Sichuan Chuantou Energy Co Ltd,China,Mainland China,Utilities,CNY,12m,12,-0.25,-0.2833,0.0333,0.18914605435753185,-0.2725725340913863,-0.801464567983684,-0.25,0.1904492032973304,-0.801464567983684,-0.7883692184065685,-0.6645952179138599,-0.892399548303211,-0.6645952179138599,-0.892399548303211,0.679783497173498,0.293798791398506,0,35.15018866216943,steady_state_low_chaos,38.64689213155209,student_t,-0.25,0.18914605435753185,8.636676888719455,0.5417266824403963,94.94217398769428,70.5035873168621,50.68891840554711,student_t,8.636676888719455,0.5417266824403963,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600690.SHG,600690.SHG,Qingdao Haier Co Ltd,China,Mainland China,Consumer Discretionary,CNY,12m,12,0.35,0.29419999999999996,0.0558,0.21523263158302441,-0.30321570624576644,-0.22059933052630087,0.35,0.8304403122510094,-0.22059933052630087,-0.245286412958458,-0.11558835388359573,-0.3636643603291214,-0.11558835388359573,-0.3636643603291214,0.27551096091559846,0.3263594791216291,67.18264979337232,37.24541669315641,steady_state_low_chaos,70.99966385693455,student_t,0.35,0.21523263158302441,9.960720844242944,0.6588015543383188,16.51262198337082,52.49206856333558,72.99803421965696,student_t,9.960720844242944,0.6588015543383188,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000538.SHE,000538.SHE,Yunnan Baiyao Group Co Ltd,China,Mainland China,Healthcare,CNY,12m,12,0.35,0.3188,0.031200000000000002,0.14120623907665739,-0.22222705374924545,-0.0039407340645410405,0.35,0.6567410126664244,-0.0039407340645410405,-0.0356731406797528,0.04630882917390635,-0.11333657217191437,0.04630882917390635,-0.11333657217191437,0.22695540536004288,0.267117370146783,76.60392708536598,23.412406113944204,steady_state_low_chaos,50.61551909263403,student_t,0.35,0.14120623907665739,10.688122047238782,0.7202275805138978,0.0,43.041910690169566,78.54371339647457,student_t,10.688122047238782,0.7202275805138978,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600801.SHG,600801.SHG,Huaxin Cement Co Ltd A,China,Mainland China,Materials,CNY,12m,12,0.35,0.3061,0.043899999999999995,0.4306126329861803,-0.5284304469898673,-0.8842923069652958,0.35,1.3563601768300164,-0.8842923069652958,-0.8620446719379026,-0.5890432474554301,-1.0988816200803018,-0.5890432474554301,-1.0988816200803018,0.2319554053600429,0.4408246980722001,34.054016785567185,79.40141553841863,steady_state_low_chaos,59.70431986248319,student_t,0.35,0.4306126329861803,9.104756095910027,0.5881970845698349,84.14903535077573,63.35429468156386,54.45959696007149,student_t,9.104756095910027,0.5881970845698349,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600809.SHG,600809.SHG,Shanxi Xinghuacun Fen Wine Factory Co Ltd,China,Mainland China,Consumer Staples,CNY,12m,12,0.35,0.29519999999999996,0.0548,0.30803258866959016,-0.40056729493100207,-0.5015325082250057,0.35,1.053800411749756,-0.5015325082250057,-0.5100831617135227,-0.319254119298097,-0.6795010854817973,-0.319254119298097,-0.6795010854817973,0.281656112550494,0.37742408719384124,52.18303454173931,55.115925549648786,steady_state_low_chaos,66.92040029476556,student_t,0.35,0.30803258866959016,9.476558765053452,0.6183522952119461,45.60773132829957,58.71503150585444,64.79081244204694,student_t,9.476558765053452,0.6183522952119461,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000559.SHE,000559.SHE,Wanxiang Qianchao Co Ltd,China,Mainland China,Consumer Discretionary,CNY,12m,12,-0.25,-0.2669,0.0169,0.607380122470541,-0.7016256891805874,-2.0465903610383354,-0.25,1.1898065653833128,-2.0465903610383354,-1.9782383428711414,-1.581138922898513,-2.312297410229939,-1.581138922898513,-2.312297410229939,0.2799554053600429,0.4700809601865198,0,100,steady_state_low_chaos,45.222175106873834,student_t,-0.25,0.607380122470541,8.64944973688115,0.5494548879840951,100.0,69.31463261783152,49.602805107325274,student_t,8.64944973688115,0.5494548879840951,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000166.SHE,000166.SHE,Shenwan Hongyuan Group Co Ltd,China,Mainland China,Financials,CNY,12m,12,-0.24999999999999997,-0.2678,0.0178,0.20936276945054494,-0.29539571176870666,-0.8354900548285842,-0.24999999999999997,0.2286219369517062,-0.8354900548285842,-0.8377090676727798,-0.705995777371198,-0.9528585908705794,-0.705995777371198,-0.9528585908705794,0.48727951287256344,0.3138948932816053,0,37.70865810285984,steady_state_low_chaos,36.95619824943682,student_t,-0.24999999999999997,0.20936276945054494,9.225827908975297,0.5940310005333989,100.0,62.45676914870787,50.63148462769382,student_t,9.225827908975297,0.5940310005333989,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600845.SHG,600845.SHG,Shanghai Baosight Software Co Ltd A,China,Mainland China,Technology,CNY,12m,12,-0.25,-0.2621,0.0121,0.38288629500958204,-0.4776559384600823,-1.4318317333484392,-0.25,0.6737797368780997,-1.4318317333484392,-1.3583732056802895,-1.095781617080524,-1.5689606679355597,-1.095781617080524,-1.5689606679355597,0.5712077308288226,0.41063310111655216,0,74.61600248992069,steady_state_low_chaos,32.3699588428947,student_t,-0.25,0.38288629500958204,8.01947116663574,0.49210246837249805,100.0,78.13808178884645,48.27928773167304,student_t,8.01947116663574,0.49210246837249805,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000568.SHE,000568.SHE,Luzhou Lao Jiao Co Ltd,China,Mainland China,Consumer Staples,CNY,12m,12,0.35,0.28159999999999996,0.0684,0.30870232128168595,-0.40200732279572304,-0.5535827888311422,0.35,1.0736084349376585,-0.5535827888311422,-0.5279681517475117,-0.3264083853354875,-0.697754428452439,-0.3264083853354875,-0.697754428452439,0.47370618767471784,0.38188954210067466,42.605945362167894,57.66234945103484,steady_state_low_chaos,56.38461210184357,student_t,0.35,0.30870232128168595,8.668169370395056,0.5477856777383427,46.62976933364107,69.57143419410112,62.90684253747456,student_t,8.668169370395056,0.5477856777383427,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600863.SHG,600863.SHG,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd,China,Mainland China,Utilities,CNY,12m,12,0.35,0.3035,0.04650000000000001,0.40735435315349233,-0.5051029199680055,-0.8233887534214063,0.35,1.3027003727218296,-0.8233887534214063,-0.7993089758017698,-0.5392948513882707,-1.0233538700361906,-0.5392948513882707,-1.0233538700361906,0.2733954426933762,0.43397935817882105,37.27531663854581,75.34166382225737,steady_state_low_chaos,67.16778004116303,student_t,0.35,0.40735435315349233,9.000604005617106,0.5788270764232026,77.04212162689582,64.79583439643037,56.02009443381149,student_t,9.000604005617106,0.5788270764232026,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
000039.SHE,000039.SHE,China International Marine Containers Group Ltd,China,Mainland China,Industrials,CNY,12m,12,0.198896225644883,0.17779622564488298,0.021099999999999997,0.47115593886145424,-0.5735354797740819,-1.2974660494613237,0.198896225644883,1.3531879524384145,-1.2974660494613237,-1.1813708133573182,-0.8475664119816062,-1.440506579731118,-0.8475664119816062,-1.440506579731118,0.5163998498044873,0.4774296547538913,0,93.93053201044265,steady_state_low_chaos,42.956859088361284,student_t,0.198896225644883,0.47115593886145424,7.6375337079970285,0.461187811503011,100.0,82.89418284569061,47.56587257314641,student_t,7.6375337079970285,0.461187811503011,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
600875.SHG,600875.SHG,Dongfang Electric Corp Ltd Class A,China,Mainland China,Industrials,CNY,12m,12,-0.24999999999999997,-0.2694,0.0194,0.5458790557677804,-0.6391591361158055,-2.009655289107916,-0.24999999999999997,1.0987985420152622,-2.009655289107916,-1.8577577043226758,-1.4653969617915026,-2.157991184994955,-1.4653969617915026,-2.157991184994955,0.623171938438358,0.4476335174245231,0,100,steady_state_low_chaos,44.145276102712785,student_t,-0.24999999999999997,0.5458790557677804,7.47861058942586,0.4461646834781824,100.0,85.20543331104885,47.21918500334267,student_t,7.47861058942586,0.4461646834781824,"Deterministic mock ML forecast uses quality, valuation, income, risk, sentiment, narrative and regime inputs."
