security_id,ticker,company_name,region,country,currency,sector,market_cap_usd,avg_daily_traded_value_usd,revenue,revenue_growth,ebitda,ebitda_margin,net_income,net_income_margin,operating_cash_flow,capex,free_cash_flow,total_debt,cash,shareholders_equity,enterprise_value,dividend_yield,trailing_12m_dps,dividend_growth_3y,dividend_growth_5y,payout_ratio,positive_fcf_years_5,free_cash_flow_yield,fcf_margin,fcf_stability,cfo_to_net_income,net_debt_to_ebitda,interest_coverage,roe,roic,pe_ratio,pb_ratio,ev_ebitda,dividend_cut_flag_3y,cet1_ratio,solvency_ratio,npl_ratio,book_value_growth,instrument_type,listing_status,net_debt,debt_to_equity,earnings_stability_score,cash_flow_quality_score,balance_sheet_strength_score,financial_sector_strength_score,fcf_dividend_cover,dividend_stability_score,dividend_safety_score,dividend_income_usd,fcf_yield,dividend_yield_spread,valuation_score,valuation_percentile,daily_return,annualised_volatility,downside_volatility,var_5,cvar_5,max_drawdown_1y,momentum_6m,volatility_1y,beta_local_market,beta_global_market,beta_1y,sharpe_proxy,sortino_proxy,risk_score,average_daily_value_usd,average_volume,turnover_ratio,days_to_liquidate_1pct_nav,liquidity_score,days_to_liquidate,news_sentiment_30d,news_sentiment_90d,negative_news_intensity,controversy_score,dividend_risk_score,management_confidence_score,regulatory_risk_score,credit_stress_score,ownership_flow_momentum,sentiment_momentum,liquidity_stress_score,regime_label,regime_probability,regime_suitability_score,sentiment_alt_signal_score,sentiment_alt_data_score,ml_expected_risk_adjusted_return_score,ml_expected_risk_adjusted_score,feature_month,correlation_with_current_portfolio,incremental_portfolio_volatility,incremental_portfolio_var,incremental_portfolio_cvar,incremental_dividend_income,marginal_risk_contribution,incremental_sector_exposure,incremental_country_exposure,incremental_region_exposure,incremental_currency_exposure,concentration_impact_score,diversification_benefit_score,portfolio_fit_score,passes_hard_filters,final_recommendation_score,recommendation,target_weight,risk_management_flags,expected_total_return,expected_volatility,risk_adjusted_return,p5_return,p50_return,p95_return,horizon_months
WOLF019,WLF019,Wolf United Kingdom Healthcare 19,UK,United Kingdom,GBP,Healthcare,12563013974.856976,58133181.29466018,63339675553.76792,0.03295247398154634,20092758644.326637,0.3172223171126011,11027499420.754354,0.1741009773785991,18767992025.88432,1296121644.1175108,13432430495.725952,36269308203.42795,2866922478.843733,20420294495.6245,45965399699.44119,0.054120429765673314,3.665857745879639,-0.011361748744955718,-0.006158873291769097,0.8251780895473789,5,1.0692044538523149,0.21206977109195013,44.48552196591271,1.7019263669660174,1.6624091452975107,18.426226462917594,0.1452035223371878,0.1403907060180406,7.28241170686246,4.709485529288072,7.443619872675072,0,,,,,Equity,Active,33402385724.584213,1.776140310376006,44.48552196591271,81.39710439318254,65.33004156877328,,19.756022974719126,56.25,58.53721442798219,679915715.4714193,1.0692044538523149,0.017379242998645947,71.04166666666667,0.7104166666666667,-9.092028986072351e-05,0.13991810371029725,0.09393189007514889,-0.1095548633658015,-0.13753848410786096,-0.2193037889178273,-0.07652535246224601,0.13991810371029725,0.9333333333333333,0.7125,0.9333333333333333,-0.16375231251233807,-0.2439204941641435,71.04166666666667,58133181.29466018,1162663.6258932035,0.004627327599173669,1.3854394032173497e-05,50.0,1.3854394032173497e-05,0.01894589409096894,0.023114070547505597,0.9375882757754332,23.392700255948785,48.14807325907967,40.208269910447825,63.878941048305244,26.151629739410502,-0.4303234324226248,-0.004168176456536658,23.9117247221676,Risk-on recovery,0.68,82.0,46.6356157744832,46.6356157744832,41.89341789162007,41.89341789162007,2026-07-01,0.2825676682393842,0.003984452043502795,0.009794267259720808,0.013991810371029726,43.58859413327328,12.5,0.11951080208592003,0.15204122175316614,0.15204122175316614,0.15204122175316614,88.77526694810032,86.934442513037,84.29051040890656,True,66.54714016852337,Buy / Accumulate,0.03327357008426168,,0.005877572195193727,0.06995905185514863,0.08401446330867,-0.1095548633658015,0.005877572195193727,0.12131000775618894,3
WOLF006,WLF006,Wolf China Technology 6,Mainland China,China,CNY,Technology,34001024156.69973,111358268.68413502,103017947153.25581,-0.00200283950073344,31957769186.736492,0.31021555049232497,16730695874.958755,0.16240564229132956,29481112161.931988,4800620418.447564,23270696269.829132,108660644160.1398,52052942139.46989,27252296827.74445,90608726177.36966,0.037298186098711425,1.465265074315957,0.012082740180289004,0.051731478811038775,0.6546098663088376,4,0.6844116272081104,0.22588973002160698,84.46699276658916,1.7620971884413423,1.7713283330228176,18.69177091230347,0.051101479023499846,0.10646011277319949,16.632150951664443,1.2293748285998911,4.7082729305479205,0,,,,,Equity,Active,56607702020.669914,3.9872105036488827,84.46699276658916,89.1850652199845,51.49981591509811,,18.349729539039313,82.29166666666666,69.05142000894573,1268176526.5433693,0.6844116272081104,0.0005569993316840577,75.20833333333333,0.7520833333333333,0.0002748336514417197,0.35571693886128886,0.21142902838656025,-0.26239391524314726,-0.333537303015405,-0.14996262809155525,0.2174801279273817,0.35571693886128886,1.0666666666666667,1.1083333333333334,1.0666666666666667,0.19469997797973973,0.32757129279659425,25.624999999999996,111358268.68413502,2227165.3736827006,0.003275144541850291,7.232511869275709e-06,91.66666666666666,7.232511869275709e-06,-0.42031341483775625,0.3437166013322311,1.6302555580367626,43.28617401217587,34.71254549645786,35.86469634064477,7.597527571752298,33.3365839200348,0.31418850790247604,-0.7640300161699873,21.96948549086211,Risk-on recovery,0.68,58.0,34.69324171190931,34.69324171190931,31.979648089281433,31.979648089281433,2026-07-01,0.2724608889992551,0.01002190737905299,0.02490018572029022,0.03557169388612889,30.03995908390218,91.66666666666666,0.18432331760615844,0.06761112490687857,0.06761112490687857,0.06761112490687857,90.30618326297491,90.15396076483735,74.14854678834534,True,66.43551682593662,Buy / Accumulate,0.033217758412968305,,0.031072559317416027,0.17785846943064443,0.17470384973448067,-0.26239391524314726,0.031072559317416027,0.32453903387797933,3
WOLF003,WLF003,Wolf France Utilities 3,EU ex-DACH,France,EUR,Utilities,9381783962.000809,117123437.4931372,49286716610.7146,0.11506714391296388,18391158059.751186,0.3731463429591306,8255712823.169728,0.16750381017215077,8914457183.077139,1624890855.0542119,4632843636.790775,20919838016.843246,7893887333.165238,16048895437.312904,22407734645.678818,0.02788038770200813,3.3876649920880597,-0.0029467835851722003,0.04651031835736402,0.41055160768508575,4,0.49381265392117923,0.09399781432759564,82.4774014691916,1.0797925477808092,0.7082724557832568,10.09247069200459,0.12259967317037299,0.09068850651745894,9.104495893852224,4.857323585033916,11.8244082315662,0,,,,,Equity,Active,13025950683.678009,1.3035064063166388,82.4774014691916,66.87673910497975,65.35546520398329,,17.7118288023524,76.04166666666666,68.27787647453953,261567774.19706446,0.49381265392117923,-0.008860799065019236,56.04166666666666,0.5604166666666666,0.0003730394065762606,0.21751991066235,0.14603218503090978,-0.14248382937093668,-0.1859878115034067,-0.14734808245411146,0.3450044371838985,0.21751991066235,1.1166666666666667,0.8583333333333334,1.1166666666666667,0.43217161211113414,0.6437343277259049,61.24999999999999,117123437.4931372,2342468.749862744,0.012484132865084525,6.876505823586266e-06,100.0,6.876505823586266e-06,-0.014891792434169826,-0.05318893827220335,0.4670524115371197,23.040852017820722,46.264720772453586,47.674581875498035,86.81636186668253,18.558118529575076,1.5451932697518937,0.03829714583803352,39.425470603800974,Risk-on recovery,0.68,82.0,46.129273245759215,46.129273245759215,46.223518076609466,46.223518076609466,2026-07-01,0.36661286317357833,0.006742766130602553,0.015226393746364501,0.021751991066235002,22.45486425519735,41.66666666666667,0.049731810280605915,0.21859200397318104,0.3929153215793395,0.5307350384901912,81.97988577104545,75.32157933945865,67.31110317854483,False,66.15888988155858,Exclude,0.0,regulatory_risk;,0.03697009692550203,0.108759955331175,0.3399237965198475,-0.14248382937093668,0.03697009692550203,0.21642402322194076,3
WOLF021,WLF021,Wolf Hong Kong Utilities 21,Hong Kong,Hong Kong,HKD,Utilities,39906520779.637436,100256027.13482481,22514394447.03782,0.12399049486096089,3191499192.496634,0.14175372115844467,2464238417.83383,0.10945168539312171,4420068510.786368,1270280069.847288,3337670950.258861,10723481970.255632,5776115658.389521,9853634607.499523,44853887091.50355,0.03866531646389881,3.4576647770716598,-0.008357359847827199,0.046612884719818434,0.2783211082392333,5,0.08363723233827815,0.1482460902117664,84.35426629044272,1.7936854156635527,1.5501700027051877,6.928486419059635,0.06777108523812861,0.08128164437444232,7.299383717318809,0.9599086701569697,14.742364000740276,0,,,,,Equity,Active,4947366311.866112,1.0882768031700785,84.35426629044272,56.03751992475521,55.99131636829563,,2.1631074044452445,72.91666666666666,79.70863896068583,1542998254.9178355,0.08363723233827815,0.001924129696871446,58.54166666666667,0.5854166666666667,0.00030387649058710866,0.17546047630621808,0.10260777202865871,-0.11135980784568461,-0.1464519031069282,-0.20225681571097498,0.23728755990970596,0.17546047630621808,1.0833333333333333,0.8166666666666667,1.0833333333333333,0.43643376126659705,0.7463067769034415,63.12500000000001,100256027.13482481,2005120.5426964962,0.0025122718086208386,8.03343223362416e-06,83.33333333333334,8.03343223362416e-06,0.1475466577954565,0.3570816729343189,3.258157081953126,36.54185354994819,42.42951455660968,93.48779676074396,23.1221520755298,63.91150153368865,1.4848971167206664,-0.2095350151388624,69.48891561321116,Risk-on recovery,0.68,82.0,46.65511585292862,46.65511585292862,46.8953508932452,46.8953508932452,2026-07-01,0.22582567668239384,0.004697913949910367,0.012282233341435267,0.01754604763062181,31.1410458800241,33.33333333333333,0.049731810280605915,0.049731810280605915,0.049731810280605915,0.049731810280605915,95.82145517755153,96.0268189719394,85.16817471649698,True,66.1314649410588,Buy / Accumulate,0.0165328662352647,,0.033395085106945305,0.08773023815310904,0.3806564966649624,-0.11135980784568461,0.033395085106945305,0.17814997805957522,3
WOLF007,WLF007,Wolf Hong Kong Healthcare 7,Hong Kong,Hong Kong,HKD,Healthcare,58303995687.179146,99085870.36595793,20402387257.45679,0.1058306434023705,3396378876.090364,0.16646967990714098,2097248868.914828,0.10279428786689226,3599374865.2111263,1405377431.7700455,4164473989.16512,10293234453.646198,5947661425.646684,13719415858.293495,62649568715.178665,0.026681883095610457,3.7544849515314622,0.04006267077221347,0.024045874541069816,0.6741476460544578,2,0.07142690548189777,0.2041169955561481,78.31376459553903,1.7162364078773054,1.2794723988513867,12.709870201313972,0.22121938227865198,0.1761103800901201,12.571420665924574,1.4668839478108764,15.819477218642035,0,,,,,Equity,Active,4345573027.999515,0.7502676906920827,78.31376459553903,57.954419585774474,74.1090545225508,,2.6769814269086765,79.16666666666667,54.81297551530522,1555660396.9322903,0.07142690548189777,-0.01005930367141691,41.04166666666666,0.4104166666666666,-0.0001952304881935705,0.136849548949116,0.08701146913137445,-0.10643942835901454,-0.13380933814883772,-0.1512110680091271,-0.002090212498964572,0.136849548949116,0.8833333333333333,0.6916666666666667,0.8833333333333333,-0.3595048971851037,-0.565420668285671,85.20833333333333,99085870.36595793,1981717.4073191585,0.001699469636653849,8.128303228557038e-06,79.16666666666666,8.128303228557038e-06,0.07185452630137686,-0.22525588116727774,0.7049861804512132,31.729736402490964,74.3913412236689,77.72295976691062,69.59879917706445,50.181458114153834,-0.5372082917952549,0.2971104074686546,54.84681476642436,Risk-on recovery,0.68,82.0,46.50138352054109,46.50138352054109,43.999780771596605,43.999780771596605,2026-07-01,0.24675937422398808,0.003750058250827887,0.00957946842643812,0.0136849548949116,21.489588645204662,8.333333333333332,0.11951080208592003,0.049731810280605915,0.049731810280605915,0.049731810280605915,93.37919046436554,93.58455425875341,80.22653598625942,True,62.077738015649274,Watchlist,0.0,,0.006461449524006157,0.068424774474558,0.09443143325826645,-0.10643942835901454,0.006461449524006157,0.11936232740702685,3
WOLF009,WLF009,Wolf Switzerland Utilities 9,DACH,Switzerland,CHF,Utilities,50358046044.409294,9530436.220292687,81649015268.28386,-0.02587294077820402,25445766785.529224,0.3116481772856543,15659519328.040672,0.19179066981501652,26023575683.53666,4072027760.7132797,16535932828.41414,55654052675.49298,20199826939.300434,55272830670.2793,85812271780.60185,0.05095800272767773,0.4193041518123801,0.060259610499845254,0.09704100878839259,0.537308827303743,2,0.3283672447066668,0.20252458372069845,85.07460457446399,1.661837450970645,1.3933251072769812,12.38640828809384,0.12392374032713738,0.03531136937688588,11.379225228247991,4.373552438417011,7.879169481702625,1,,,,,Equity,Active,35454225736.19255,1.0068970957447032,85.07460457446399,71.18158758155947,61.87233985806181,,6.4438798055229665,61.875,71.35894598407309,2566145447.6915298,0.3283672447066668,0.014216815960650366,54.58333333333333,0.5458333333333333,0.00018768262797851624,0.21751587277758647,0.13576994059163128,-0.17302319394452245,-0.21652636850003976,-0.19806588663572922,-0.06312099584933073,0.21751587277758647,1.0166666666666666,0.8375,1.0166666666666666,0.21743710767695124,0.3483541500017521,57.70833333333334,9530436.220292687,190608.72440585375,0.0001892534950996326,8.450819893061154e-05,8.333333333333332,8.450819893061154e-05,0.1108262994677035,-0.059148704249746956,3.3049330482712724,27.75074392086729,30.202401657298658,79.03059318019815,61.841968991107784,38.33837528713066,0.3896780244756277,0.16997500371745045,48.21795628979405,Risk-on recovery,0.68,82.0,47.22768113915616,47.22768113915616,36.02070528155981,36.02070528155981,2026-07-01,0.3234417680655575,0.006460929009756893,0.015226111094431054,0.02175158727775865,41.04157539687164,37.5,0.049731810280605915,0.24988080456915818,0.38770052148000994,0.24988080456915818,86.81475043456668,80.26074000496648,78.29756694396158,False,61.723291030236744,Exclude,0.0,,0.00642740109698636,0.10875793638879323,0.059098225935525016,-0.17302319394452245,0.00642740109698636,0.18587799613849518,3
WOLF024,WLF024,Wolf France Technology 24,EU ex-DACH,France,EUR,Technology,35485575733.685524,36022716.26376881,65998565058.5453,0.06446150223819863,16488939921.41735,0.24983785491079263,5934560488.464882,0.08991953814754178,10347878395.436802,5000185178.152748,16945859655.367502,11383829112.132557,5224624828.6064205,23226167783.424217,41644780017.21166,0.038152260457853665,2.851307157537404,0.06478603487689968,-0.0137326795027277,0.7480892275459228,4,0.47754219298973477,0.25676103170327036,58.12234882480656,1.7436638173206205,0.3735354918435961,3.1896976251978595,0.13294201721873228,0.18335423947040874,27.94204487091125,3.431469992030051,5.037938621936873,0,,,,,Equity,Active,6159204283.526136,0.4901294616607754,58.12234882480656,85.9994697649613,75.32679935143236,,12.516747035664368,77.08333333333334,54.42276931135193,1353854927.8884618,0.47754219298973477,0.0014110736908262977,53.541666666666664,0.5354166666666667,0.000506686470462166,0.158886605710005,0.10653703522589637,-0.13318664481619727,-0.16496396595819826,-0.15188684824954546,-0.11643260219906548,0.158886605710005,1.15,0.775,1.15,0.8036233764695846,1.1985033212697187,70.625,36022716.26376881,720454.3252753761,0.0010151368695301565,2.235811408841651e-05,25.0,2.235811408841651e-05,0.2708146631420831,0.13442659700354997,0.7055177421218182,24.74144003118653,51.881829292177144,26.147178143734646,55.68918267643954,53.69782203523865,-0.011248763684615097,0.1363880661385331,84.35927728152899,Risk-on recovery,0.68,58.0,51.52869782263323,51.52869782263323,39.37825648822296,39.37825648822296,2026-07-01,0.4069903153712442,0.0051176914071855446,0.011122062399700351,0.015888660571000503,30.72783057275534,25.0,0.18432331760615844,0.21859200397318104,0.3929153215793395,0.5307350384901912,77.2691830146511,70.61087658306431,70.6553963868885,False,61.41962623265534,Exclude,0.0,liquidity_stress;,-0.0021051951054431323,0.0794433028550025,-0.02649934015565126,-0.13318664481619727,-0.0021051951054431323,0.128976254605311,3
WOLF015,WLF015,Wolf Germany Utilities 15,DACH,Germany,EUR,Utilities,14731764794.011757,82599776.48260964,86153037291.201,0.04185155522818719,20411305893.181698,0.2369191677385743,9745803304.890045,0.11312199327284082,9971280512.379713,1967085712.3549962,5054972068.880841,19569743858.297638,5322119979.623539,24220267044.662045,28979388672.685856,0.020118546683524998,3.1547170629368004,-0.006492917148752834,0.08170380042926162,0.660120556678284,5,0.34313418246642197,0.05867433381129462,91.2953473755285,1.0231358257945276,0.6980260818801138,4.404983476590727,0.190590493385881,0.196994079141365,12.3912649112287,1.7041097602678206,6.196398154303445,0,,,,,Equity,Active,14247623878.674099,0.8079904248046124,91.2953473755285,55.36542773305097,71.38949519963127,,17.055614794850626,77.08333333333334,60.16365274970957,296381697.73903555,0.34313418246642197,-0.01662264008350237,67.5,0.675,0.0009476972351202174,0.331476898264451,0.2055654998479248,-0.2739896875100767,-0.3402850671629668,-0.3666923744509476,-0.05550883112785876,0.331476898264451,1.1833333333333333,1.0666666666666667,1.1833333333333333,0.720471636185534,1.1617693797206783,10.20833333333333,82599776.48260964,1651995.529652193,0.00560691659401087,9.750631712297272e-06,62.5,9.750631712297272e-06,0.1625761772959315,0.26476219258066347,1.3139527474489479,19.915426326901738,75.29518729059136,31.581385458925755,23.467264311761042,54.769507655237604,-1.3263868936459844,-0.10218601528473198,64.25026753706899,Risk-on recovery,0.68,82.0,49.93572141002113,49.93572141002113,27.094127360647455,27.094127360647455,2026-07-01,0.3655699031537125,0.01026487729317587,0.02320338287851157,0.0331476898264451,16.203477498911035,83.33333333333334,0.049731810280605915,0.14781971691085177,0.38770052148000994,0.5307350384901912,83.74919294760367,77.19518251800348,56.679954577435645,True,61.24529165105179,Watchlist,0.0,,-0.000521246441904627,0.1657384491322255,-0.003144994083351043,-0.2739896875100767,-0.000521246441904627,0.2729471946262674,3
WOLF013,WLF013,Wolf China Healthcare 13,Mainland China,China,CNY,Healthcare,70276131239.5648,24967367.526532173,112817375625.42894,-0.03831482954151016,42316271816.02058,0.37508647565528486,12467715758.21628,0.11051237177871444,15446041838.390615,8196919219.114073,30554360499.400482,3676335980.981126,2260453634.0012507,46793931875.12121,71692013586.54468,0.019786355810491322,1.6791787797804505,0.010714732246223876,-0.002152345611207654,0.7945813513797875,2,0.4347757903070035,0.270830271755706,57.121776589870336,1.23888305908896,0.033459524816735725,2.1739354603452203,0.1578977994983633,0.09104775336400438,14.86581292570098,3.5468838792959376,11.060905039984451,0,,,,,Equity,Active,1415882346.979875,0.07856437434648898,57.121776589870336,81.521519242197,74.1347632841072,,21.97351520771057,66.66666666666667,44.093799548838646,1390508537.6908138,0.4347757903070035,-0.016954830956536045,52.708333333333336,0.5270833333333333,0.00031919562181527753,0.22770554419546163,0.12882355901936868,-0.18971973824259653,-0.23526084708168885,-0.1346882571464122,-0.06809253233963508,0.22770554419546163,1.1,0.8791666666666667,1.1,0.3532513755062672,0.6243989632777973,65.83333333333333,24967367.526532173,499347.3505306435,0.00035527521344936783,3.225810647214298e-05,16.666666666666664,3.225810647214298e-05,-0.24506026239236306,0.47363433754548784,3.392823396474512,23.319168670345558,64.71247155445882,54.14577776979346,51.331098239109885,27.28046496486418,0.3086270391284238,-0.7186945999378509,68.65369249898887,Risk-on recovery,0.68,82.0,40.75271360248228,40.75271360248228,35.08124315587219,35.08124315587219,2026-07-01,0.2530171343431835,0.006282513011900958,0.015939388093682314,0.022770554419546164,15.93593096976971,45.83333333333333,0.11951080208592003,0.06761112490687857,0.06761112490687857,0.06761112490687857,92.57462130618326,92.42239880804568,72.48761484976409,False,61.048397081232736,Exclude,0.0,,-0.0018626642813406782,0.11385277209773081,-0.01636028923162076,-0.18971973824259653,-0.0018626642813406782,0.18599440967991515,3
WOLF018,WLF018,Wolf Netherlands Technology 18,EU ex-DACH,Netherlands,EUR,Technology,42790467203.546906,24357620.371945713,108189867425.92052,0.12151822184719963,19456438498.84752,0.1798360508406176,8049933621.479499,0.07440561498969789,12375791752.392689,6023494923.244562,16530588233.287846,12992159925.816404,6584043650.78313,38634691152.80448,49198583478.580185,0.023451092252821097,4.472970940477899,0.06601074625929987,0.06681674018707218,0.8172314609434369,3,0.386314740492425,0.152792388294649,87.9322357834502,1.5373781119599021,0.3293571058964801,16.84596627222013,0.15755632630956506,0.16841371845015388,17.239511352496827,2.753095161317483,4.624560179426244,0,,,,,Equity,Active,6408116275.033275,0.3362822255891984,87.9322357834502,72.58644715669004,89.82940043924182,,16.47320885217841,95.83333333333334,57.48588014308075,1003483193.931694,0.386314740492425,-0.01329009451420627,63.95833333333334,0.6395833333333334,0.0007442333405509002,0.25363668165454895,0.13855909388675094,-0.186329958720455,-0.23705729505136475,-0.1645616488851308,0.17057530581342606,0.25363668165454895,1.1666666666666667,0.9208333333333334,1.1666666666666667,0.7394309080035357,1.3535510124807486,53.33333333333334,24357620.371945713,487152.40743891423,0.0005692300636980824,3.306562741767798e-05,12.5,3.306562741767798e-05,-0.33729903866804695,0.2626041327155819,2.604735804547596,54.55950617710115,40.78400965361119,37.34300569126091,35.05770352609106,57.56846909014179,1.7751254009313104,-0.5999031713836289,17.712886651696515,Risk-on recovery,0.68,58.0,34.418909348936985,34.418909348936985,38.97344811297174,38.97344811297174,2026-07-01,0.4069903153712442,0.00816956382478,0.017754567715818428,0.025363668165454895,18.88750970042211,54.166666666666664,0.18432331760615844,0.18432331760615844,0.3929153215793395,0.5307350384901912,78.12590017382666,71.46759374223987,61.11851254035261,False,60.8340442738879,Exclude,0.0,,0.022920303644547883,0.12681834082727447,0.1807333505156415,-0.186329958720455,0.022920303644547883,0.23217056600955077,3
